year,lat,lon,pct_change
2025,24.513420897038408,-123.75,14.1719
2025,24.513420897038408,-122.34375,38.46106
2025,24.513420897038408,-120.9375,47.014637
2025,24.513420897038408,-119.53125,41.539284
2025,24.513420897038408,-118.125,74.53668
2025,24.513420897038408,-116.71875,61.81546
2025,24.513420897038408,-115.3125,71.338135
2025,24.513420897038408,-113.90625,82.98479
2025,24.513420897038408,-112.5,77.74786
2025,24.513420897038408,-111.09375,50.73915
2025,24.513420897038408,-109.6875,54.941113
2025,24.513420897038408,-108.28125,54.838745
2025,24.513420897038408,-106.875,4.364677
2025,24.513420897038408,-105.46875,41.598293
2025,24.513420897038408,-104.0625,58.454567
2025,24.513420897038408,-102.65625,45.819534
2025,24.513420897038408,-101.25,23.48871
2025,24.513420897038408,-99.84375,3.0059237
2025,24.513420897038408,-98.4375,7.0858293
2025,24.513420897038408,-97.03125,-2.0507245
2025,24.513420897038408,-95.625,5.792803
2025,24.513420897038408,-94.21875,14.605723
2025,24.513420897038408,-92.8125,2.550776
2025,24.513420897038408,-91.40625,4.706892
2025,24.513420897038408,-90.0,-4.126613
2025,24.513420897038408,-88.59375,-1.5776187
2025,24.513420897038408,-87.1875,5.5328407
2025,24.513420897038408,-85.78125,4.7219863
2025,24.513420897038408,-84.375,14.1991005
2025,24.513420897038408,-82.96875,13.020924
2025,24.513420897038408,-81.5625,2.9020195
2025,24.513420897038408,-80.15625,-9.527209
2025,24.513420897038408,-78.75,-11.866227
2025,24.513420897038408,-77.34375,-30.232117
2025,24.513420897038408,-75.9375,-24.869898
2025,24.513420897038408,-74.53125,6.4466944
2025,24.513420897038408,-73.125,34.747326
2025,24.513420897038408,-71.71875,40.40357
2025,24.513420897038408,-70.3125,22.101683
2025,24.513420897038408,-68.90625,2.723218
2025,24.513420897038408,-67.5,-9.223058
2025,24.513420897038408,-66.09375,-7.4389443
2025,25.914186151820758,-123.75,6.5777836
2025,25.914186151820758,-122.34375,56.657017
2025,25.914186151820758,-120.9375,58.69801
2025,25.914186151820758,-119.53125,62.975628
2025,25.914186151820758,-118.125,112.21873
2025,25.914186151820758,-116.71875,111.94511
2025,25.914186151820758,-115.3125,85.630325
2025,25.914186151820758,-113.90625,93.400665
2025,25.914186151820758,-112.5,82.58747
2025,25.914186151820758,-111.09375,92.41272
2025,25.914186151820758,-109.6875,135.03876
2025,25.914186151820758,-108.28125,41.58124
2025,25.914186151820758,-106.875,27.347258
2025,25.914186151820758,-105.46875,62.113644
2025,25.914186151820758,-104.0625,56.164886
2025,25.914186151820758,-102.65625,60.948742
2025,25.914186151820758,-101.25,1.4799563
2025,25.914186151820758,-99.84375,12.769966
2025,25.914186151820758,-98.4375,-3.2844634
2025,25.914186151820758,-97.03125,7.6504035
2025,25.914186151820758,-95.625,-3.423361
2025,25.914186151820758,-94.21875,13.859383
2025,25.914186151820758,-92.8125,2.1627538
2025,25.914186151820758,-91.40625,-5.299566
2025,25.914186151820758,-90.0,-8.5456
2025,25.914186151820758,-88.59375,-11.549015
2025,25.914186151820758,-87.1875,-7.326244
2025,25.914186151820758,-85.78125,0.5365922
2025,25.914186151820758,-84.375,10.419742
2025,25.914186151820758,-82.96875,8.30968
2025,25.914186151820758,-81.5625,-10.957194
2025,25.914186151820758,-80.15625,-15.606401
2025,25.914186151820758,-78.75,-4.1943097
2025,25.914186151820758,-77.34375,4.9078846
2025,25.914186151820758,-75.9375,-8.302897
2025,25.914186151820758,-74.53125,4.380657
2025,25.914186151820758,-73.125,21.334276
2025,25.914186151820758,-71.71875,28.381264
2025,25.914186151820758,-70.3125,16.920313
2025,25.914186151820758,-68.90625,-16.546158
2025,25.914186151820758,-67.5,-29.093637
2025,25.914186151820758,-66.09375,-24.31671
2025,27.314951095093083,-123.75,36.891323
2025,27.314951095093083,-122.34375,81.23398
2025,27.314951095093083,-120.9375,64.84137
2025,27.314951095093083,-119.53125,78.74183
2025,27.314951095093083,-118.125,132.27737
2025,27.314951095093083,-116.71875,171.80156
2025,27.314951095093083,-115.3125,156.27583
2025,27.314951095093083,-113.90625,78.53603
2025,27.314951095093083,-112.5,62.64443
2025,27.314951095093083,-111.09375,131.08109
2025,27.314951095093083,-109.6875,131.23782
2025,27.314951095093083,-108.28125,63.361732
2025,27.314951095093083,-106.875,86.47295
2025,27.314951095093083,-105.46875,119.222046
2025,27.314951095093083,-104.0625,112.699066
2025,27.314951095093083,-102.65625,71.68477
2025,27.314951095093083,-101.25,10.161033
2025,27.314951095093083,-99.84375,-12.030083
2025,27.314951095093083,-98.4375,-3.3703108
2025,27.314951095093083,-97.03125,0.28131217
2025,27.314951095093083,-95.625,11.234364
2025,27.314951095093083,-94.21875,8.423894
2025,27.314951095093083,-92.8125,-5.6700306
2025,27.314951095093083,-91.40625,-10.828452
2025,27.314951095093083,-90.0,1.3604316
2025,27.314951095093083,-88.59375,11.161404
2025,27.314951095093083,-87.1875,5.3886967
2025,27.314951095093083,-85.78125,16.683083
2025,27.314951095093083,-84.375,12.806895
2025,27.314951095093083,-82.96875,-0.82163084
2025,27.314951095093083,-81.5625,-1.1824228
2025,27.314951095093083,-80.15625,18.752163
2025,27.314951095093083,-78.75,22.990812
2025,27.314951095093083,-77.34375,26.870075
2025,27.314951095093083,-75.9375,14.506581
2025,27.314951095093083,-74.53125,7.296092
2025,27.314951095093083,-73.125,8.594002
2025,27.314951095093083,-71.71875,-6.317066
2025,27.314951095093083,-70.3125,-6.7488112
2025,27.314951095093083,-68.90625,-12.808821
2025,27.314951095093083,-67.5,-14.136291
